Sno,QUARTER,seg_lvl5,L3_PROD_DESC,Sum(chrg_amt),
13873,Q4-2016,Total Verizon Business Markets,Internet,7808.14,
13874,Q1-2016,Other,Internet,0,
13875,Q3-2016,CMB,Internet,0,
13876,Q4-2016,Total Enterprise,Internet,871577.9964,
13877,Q1-2016,Total Verizon Business Markets,Internet,4194.6,
13878,Q2-2016,Total Verizon Business Markets,Internet,71105.69,
13879,Q1-2016,Total Wholesale,Internet,13506.93,
13880,Q4-2016,Total Wholesale,Internet,2300,
13881,Q2-2016,Total Enterprise,Internet,104341.01,
13882,Q1-2016,Total Verizon Business Markets,Internet,8421.48,
13883,Q1-2016,CMB,Internet,0,
13884,Q4-2016,Total Verizon Business Markets,Internet,5324.17,
13885,Q1-2016,Total Verizon Business Markets,Internet,61814.94,
13886,Q4-2016,Total Wholesale,Internet,2631673.99,
13887,Q2-2016,Total Enterprise,Internet,322099.69,
13888,Q4-2016,CMB,Internet,0,
13889,Q1-2016,Total Enterprise,Internet,339270.38,
13890,Q3-2016,Other,Internet,0,
13891,Q2-2016,Other,Internet,2477.97,
13892,Q4-2016,Total Wholesale,Internet,3587.09,
13893,Q3-2016,Total Wholesale,Internet,10647,
13894,Q4-2016,Total Verizon Business Markets,Internet,59047.11,
13895,Q3-2016,Total Wholesale,Internet,78769.82,
13896,Q4-2016,Total Wholesale,Internet,20000.23,
13897,Q3-2016,Total Verizon Business Markets,Internet,11792.33,
13898,Q3-2016,Total Enterprise,Internet,3922.5,
13899,Q2-2016,Total Wholesale,Internet,10647,
13900,Q2-2016,Total Enterprise,Internet,3233.1,
13901,Q1-2016,Total Wholesale,Internet,10737.38,
13902,Q2-2016,Total Enterprise,Internet,18808.71,
13903,Q3-2016,Total Verizon Business Markets,Internet,72766.43,
13904,Q3-2016,Total Wholesale,Internet,2613651.31,
13905,Q2-2016,Total Wholesale,Internet,1700,
13906,Q3-2016,Total Enterprise,Internet,104811.41,
13907,Q3-2016,Total Wholesale,Internet,3100,
13908,Q3-2016,Total Enterprise,Internet,7335,
13909,Q3-2016,Total Verizon Business Markets,Internet,60337.69,
13910,Q1-2016,Total Wholesale,Internet,500,
13911,Q2-2016,Total Enterprise,Internet,678265.7468,
13912,Q3-2016,Total Enterprise,Internet,649415.0349,
13913,Q4-2016,CMB,Internet,209.7,
13914,Q3-2016,Other,Internet,2477.97,
13915,Q4-2016,Total Enterprise,Internet,105170.33,
13916,Q1-2016,Total Wholesale,Internet,4244255.59,
13917,Q1-2016,CMB,Internet,0,
13918,Q2-2016,CMB,Internet,4589.92,
13919,Q4-2016,Total Enterprise,Internet,3886.32,
13920,Q2-2016,Total Verizon Business Markets,Internet,4194.6,
13921,Q4-2016,Total Wholesale,Internet,10584.7,
13922,Q1-2016,Total Wholesale,Internet,3352.71,
13923,Q4-2016,Total Enterprise,Internet,244932.88,
13924,Q2-2016,CMB,Internet,0,
13925,Q2-2016,Total Wholesale,Internet,2801184.08,
13926,Q4-2016,Total Enterprise,Internet,7335,
13927,Q2-2016,Total Enterprise,Internet,5928.55,
13928,Q3-2016,Total Wholesale,Internet,23538.89,
13929,Q2-2016,CMB,Internet,0,
13930,Q2-2016,Total Wholesale,Internet,21610.31,
13931,Q4-2016,Total Wholesale,Internet,37536.99,
13932,Q1-2016,Total Verizon Business Markets,Internet,154307.68,
13933,Q1-2016,CMB,Internet,43413.25,
13934,Q3-2016,Total Verizon Business Markets,Internet,7478.64,
13935,Q4-2016,Other,Internet,0,
13936,Q3-2016,Total Wholesale,Internet,3425.98,
13937,Q3-2016,Total Verizon Business Markets,Internet,4194.6,
13938,Q3-2016,Total Enterprise,Internet,309100.58,
13939,Q1-2016,Total Enterprise,Internet,19701,
13940,Q1-2016,Total Enterprise,Internet,36682.73,
13941,Q2-2016,Total Verizon Business Markets,Internet,-56730.84,
13942,Q1-2016,Total Verizon Business Markets,Internet,83207.17,
13943,Q4-2016,Total Verizon Business Markets,Internet,3427.79,
13944,Q4-2016,Other,Internet,2477.97,
13945,Q1-2016,Total Wholesale,Internet,79905,
13946,Q2-2016,Total Verizon Business Markets,Internet,10143.34,
13947,Q3-2016,Total Verizon Business Markets,Internet,5614.32,
13948,Q1-2016,Total Enterprise,Internet,959112.8553,
13949,Q1-2016,Total Enterprise,Internet,566648.1986,
13950,Q2-2016,Total Verizon Business Markets,Internet,87612.93,
13951,Q3-2016,Total Enterprise,Internet,19104,
13952,Q2-2016,Total Wholesale,Internet,45368.36,
13953,Q2-2016,Total Verizon Business Markets,Internet,8421.48,
13954,Q4-2016,Total Verizon Business Markets,Internet,5645.45,
13955,Q4-2016,Total Enterprise,Internet,14193.39,
13956,Q4-2016,Total Enterprise,Internet,518626.3668,
13957,Q2-2016,Total Verizon Business Markets,Internet,154259.16,
13958,Q2-2016,Total Wholesale,Internet,3433.13,
13959,Q1-2016,Total Verizon Business Markets,Internet,-152405.03,
13960,Q2-2016,Other,Internet,-30535.1,
13961,Q1-2016,Total Verizon Business Markets,Internet,7773.63,
13962,Q3-2016,Total Enterprise,Internet,869763.4763,
13963,Q1-2016,Other,Internet,2877.97,
13964,Q1-2016,Total Enterprise,Internet,13242.1,
13965,Q4-2016,Total Verizon Business Markets,Internet,56674.95,
13966,Q3-2016,Total Verizon Business Markets,Internet,4399.44,
13967,Q2-2016,Total Enterprise,Internet,959643.27,
13968,Q1-2016,Total Enterprise,Internet,-63518.85,
13969,Q3-2016,CMB,Internet,269.6,
13970,Q2-2016,Total Wholesale,Local Voice,299.94,
13971,Q3-2016,Total Verizon Business Markets,Local Voice,4317.72,
13972,Q2-2016,Total Verizon Business Markets,Local Voice,394469.51,
13973,Q1-2016,Total Wholesale,Local Voice,7154,
13974,Q1-2016,Total Verizon Business Markets,Local Voice,172686.5,
13975,Q1-2016,CMB,Local Voice,35.15,
13976,Q4-2016,Total Wholesale,Local Voice,2009.29,
13977,Q3-2016,Total Wholesale,Local Voice,4801.65,
13978,Q4-2016,Total Wholesale,Local Voice,3365.25,
13979,Q3-2016,Total Wholesale,Local Voice,0,
13980,Q3-2016,Total Verizon Business Markets,Local Voice,523.44,
13981,Q4-2016,Total Wholesale,Local Voice,572.1,
13982,Q2-2016,Total Verizon Business Markets,Local Voice,3020835.94,
13983,Q2-2016,Total Wholesale,Local Voice,3665.6,
13984,Q2-2016,Total Enterprise,Local Voice,0,
13985,Q3-2016,Total Enterprise,Local Voice,311.78,
13986,Q1-2016,Total Verizon Business Markets,Local Voice,1189008.35,
13987,Q2-2016,Total Verizon Business Markets,Local Voice,13314.95,
13988,Q1-2016,Total Verizon Business Markets,Local Voice,982.47,
13989,Q1-2016,Total Wholesale,Local Voice,32.28,
13990,Q2-2016,Total Wholesale,Local Voice,7848.16,
13991,Q4-2016,CMB,Local Voice,39.9,
13992,Q4-2016,Total Verizon Business Markets,Local Voice,173213,
13993,Q4-2016,Total Wholesale,Local Voice,1980,
13994,Q1-2016,Total Wholesale,Local Voice,109.8,
13995,Q4-2016,Total Wholesale,Local Voice,802.05,
13996,Q4-2016,Other,Local Voice,476.62,
13997,Q1-2016,Total Wholesale,Local Voice,4707.25,
13998,Q1-2016,Other,Local Voice,0,
13999,Q1-2016,Total Verizon Business Markets,Local Voice,4673367.01,
14000,Q2-2016,CMB,Local Voice,84749.84,
14001,Q1-2016,Total Wireline,Local Voice,0,
14002,Q1-2016,CMB,Local Voice,146650,
14003,Q2-2016,CMB,Local Voice,51877.88,
14004,Q1-2016,Other,Local Voice,21.72,
14005,Q1-2016,Other,Local Voice,17435.68,
14006,Q2-2016,CMB,Local Voice,677.48,
14007,Q2-2016,Total Wireline,Local Voice,0,
14008,Q1-2016,CMB,Local Voice,0,
14009,Q1-2016,Total Wholesale,Local Voice,0,
14010,Q4-2016,Total Verizon Business Markets,Local Voice,82165.17,
14011,Q3-2016,CMB,Local Voice,1821.31,
14012,Q2-2016,Total Wholesale,Local Voice,820,
14013,Q4-2016,Total Wholesale,Local Voice,218.85,
14014,Q1-2016,Total Wholesale,Local Voice,25255.72,
14015,Q1-2016,CMB,Local Voice,66,
14016,Q2-2016,Total Enterprise,Local Voice,52967.89,
14017,Q4-2016,Total Verizon Business Markets,Local Voice,169.97,
14018,Q3-2016,Total Verizon Business Markets,Local Voice,6849.49,
14019,Q3-2016,Total Verizon Business Markets,Local Voice,149.98,
14020,Q1-2016,Other,Local Voice,198.92,
14021,Q1-2016,Other,Local Voice,6948.06,
14022,Q1-2016,Total Wholesale,Local Voice,1559.21,
14023,Q2-2016,Total Verizon Business Markets,Local Voice,428243.68,
14024,Q4-2016,Total Wholesale,Local Voice,231.69,
14025,Q2-2016,Other,Local Voice,276.59,
14026,Q2-2016,Other,Local Voice,0,
14027,Q4-2016,Total Enterprise,Local Voice,0,
14028,Q2-2016,Total Wholesale,Local Voice,2585.55,
14029,Q4-2016,Total Wholesale,Local Voice,0,
14030,Q4-2016,CMB,Local Voice,2587,
14031,Q3-2016,Total Verizon Business Markets,Local Voice,862771.85,
14032,Q3-2016,CMB,Local Voice,1557.1,
14033,Q4-2016,Total Verizon Business Markets,Local Voice,96570.77,
14034,Q2-2016,CMB,Local Voice,3368818.89,
14035,Q3-2016,Total Enterprise,Local Voice,50452.87,
14036,Q3-2016,Total Verizon Business Markets,Local Voice,100667.18,
14037,Q2-2016,Total Enterprise,Local Voice,12,
14038,Q3-2016,Total Enterprise,Local Voice,697.83,
14039,Q3-2016,CMB,Local Voice,66,
14040,Q3-2016,Total Wholesale,Local Voice,3302.1,
14041,Q1-2016,CMB,Local Voice,12.39,
14042,Q1-2016,Total Wholesale,Local Voice,1410,
14043,Q4-2016,Total Verizon Business Markets,Local Voice,90.63,
14044,Q3-2016,Other,Local Voice,0,
14045,Q3-2016,Other,Local Voice,189.09,
14046,Q4-2016,Total Enterprise,Local Voice,48218.78,
14047,Q1-2016,Total Verizon Business Markets,Local Voice,79451.09,
14048,Q4-2016,Total Wholesale,Local Voice,27.18,
14049,Q3-2016,Total Verizon Business Markets,Local Voice,15933.17,
14050,Q2-2016,CMB,Local Voice,1973.06,
14051,Q3-2016,CMB,Local Voice,23.58,
14052,Q3-2016,Other,Local Voice,0,
14053,Q4-2016,Total Enterprise,Local Voice,18489.87,
14054,Q3-2016,Total Wireline,Local Voice,0,
14055,Q4-2016,CMB,Local Voice,66,
14056,Q1-2016,Total Wholesale,Local Voice,2517.55,
14057,Q2-2016,Other,Local Voice,1894.18,
14058,Q1-2016,Total Enterprise,Local Voice,20141.18,
14059,Q3-2016,Total Wholesale,Local Voice,3302.88,
14060,Q3-2016,CMB,Local Voice,92.25,
14061,Q2-2016,Total Enterprise,Local Voice,3166.29,
14062,Q1-2016,Total Verizon Business Markets,Local Voice,433267.6,
14063,Q2-2016,Total Verizon Business Markets,Local Voice,55222.12,
14064,Q3-2016,Total Wholesale,Local Voice,572.1,
14065,Q3-2016,Total Verizon Business Markets,Local Voice,54152.55,
14066,Q3-2016,Other,Local Voice,1261.64,
14067,Q4-2016,CMB,Local Voice,100248.2,
14068,Q4-2016,Total Enterprise,Local Voice,6568.02,
14069,Q1-2016,Other,Local Voice,17700.84,
14070,Q2-2016,Total Enterprise,Local Voice,173.45,
14071,Q4-2016,Other,Local Voice,425.49,
14072,Q4-2016,Other,Local Voice,0,
14073,Q1-2016,Total Verizon Business Markets,Local Voice,5820.78,
14074,Q4-2016,Total Enterprise,Local Voice,583.38,
14075,Q2-2016,Total Enterprise,Local Voice,7406.84,
14076,Q2-2016,Total Wireline,Local Voice,150,
14077,Q4-2016,Other,Local Voice,27.42,
14078,Q1-2016,CMB,Local Voice,1275,
14079,Q2-2016,Total Wholesale,Local Voice,17523.62,
14080,Q3-2016,Other,Local Voice,786.06,
14081,Q2-2016,Other,Local Voice,119.97,
14082,Q3-2016,Total Verizon Business Markets,Local Voice,7118.22,
14083,Q4-2016,Total Verizon Business Markets,Local Voice,149820.2,
14084,Q4-2016,Total Verizon Business Markets,Local Voice,34700,
14085,Q4-2016,Total Enterprise,Local Voice,131475.12,
14086,Q2-2016,CMB,Local Voice,0,
14087,Q1-2016,Total Enterprise,Local Voice,0,
14088,Q1-2016,Total Wholesale,Local Voice,0,
14089,Q2-2016,Other,Local Voice,3430.35,
14090,Q1-2016,Total Verizon Business Markets,Local Voice,57052.17,
14091,Q2-2016,Other,Local Voice,6755.56,
14092,Q4-2016,Other,Local Voice,800,
14093,Q4-2016,Total Verizon Business Markets,Local Voice,37.47,
14094,Q4-2016,CMB,Local Voice,2441515.73,
14095,Q1-2016,CMB,Local Voice,13.3,
14096,Q1-2016,Total Enterprise,Local Voice,2.85,
14097,Q3-2016,Total Enterprise,Local Voice,0,
14098,Q3-2016,Total Wholesale,Local Voice,109.8,
14099,Q2-2016,Total Enterprise,Local Voice,143070.11,
14100,Q4-2016,Total Wholesale,Local Voice,58240.43,
14101,Q2-2016,Total Verizon Business Markets,Local Voice,3479.13,
14102,Q3-2016,CMB,Local Voice,11.99,
14103,Q3-2016,Total Enterprise,Local Voice,5991.05,
14104,Q2-2016,Total Verizon Business Markets,Local Voice,38544.08,
14105,Q2-2016,Other,Local Voice,282.58,
14106,Q3-2016,Total Wholesale,Local Voice,300,
14107,Q3-2016,Total Wholesale,Local Voice,0,
14108,Q2-2016,CMB,Local Voice,0,
14109,Q2-2016,Total Wholesale,Local Voice,34683.7,
14110,Q1-2016,CMB,Local Voice,3543049.95,
14111,Q2-2016,Total Wholesale,Local Voice,802.05,
14112,Q1-2016,Total Wholesale,Local Voice,20121.93,
14113,Q2-2016,Other,Local Voice,144.64,
14114,Q4-2016,Total Wholesale,Local Voice,91.52,
14115,Q4-2016,Total Wholesale,Local Voice,32.28,
14116,Q4-2016,Other,Local Voice,105.95,
14117,Q3-2016,Total Verizon Business Markets,Local Voice,53322.41,
14118,Q3-2016,Total Verizon Business Markets,Local Voice,33200,
14119,Q2-2016,Total Enterprise,Local Voice,3265.1,
14120,Q4-2016,Other,Local Voice,2684.04,
14121,Q3-2016,Total Wholesale,Local Voice,64919.69,
14122,Q1-2016,Total Wholesale,Local Voice,209.85,
14123,Q1-2016,Total Wholesale,Local Voice,537.29,
14124,Q3-2016,CMB,Local Voice,3203273.4,
14125,Q1-2016,CMB,Local Voice,31149417.69,
14126,Q2-2016,Total Wholesale,Local Voice,32.28,
14127,Q3-2016,Other,Local Voice,4978.44,
14128,Q3-2016,CMB,Local Voice,39.9,
14129,Q3-2016,CMB,Local Voice,485.5,
14130,Q3-2016,CMB,Local Voice,867.65,
14131,Q1-2016,CMB,Local Voice,134268.68,
14132,Q3-2016,CMB,Local Voice,11726.39,
14133,Q2-2016,Total Wireline,Local Voice,120,
14134,Q1-2016,Total Verizon Business Markets,Local Voice,-1393.04,
14135,Q3-2016,Total Wholesale,Local Voice,218.85,
14136,Q4-2016,Total Wholesale,Local Voice,3246.26,
14137,Q2-2016,Total Wholesale,Local Voice,3405.15,
14138,Q4-2016,CMB,Local Voice,914,
14139,Q4-2016,CMB,Local Voice,10983.7,
14140,Q1-2016,Total Enterprise,Local Voice,12,
14141,Q3-2016,CMB,Local Voice,99.99,
14142,Q2-2016,Total Wholesale,Local Voice,0,
14143,Q4-2016,Total Wholesale,Local Voice,2585.55,
14144,Q4-2016,Total Wireline,Local Voice,0,
14145,Q1-2016,Total Wholesale,Local Voice,3205,
14146,Q1-2016,Total Wholesale,Local Voice,3245.83,
14147,Q3-2016,Total Wholesale,Local Voice,0,
14148,Q3-2016,CMB,Local Voice,2936,
14149,Q3-2016,Total Enterprise,Local Voice,39.99,
14150,Q3-2016,Total Verizon Business Markets,Local Voice,85.28,
14151,Q1-2016,CMB,Local Voice,108910,
14152,Q2-2016,CMB,Local Voice,6107.15,
14153,Q4-2016,Other,Local Voice,79.98,
14154,Q3-2016,CMB,Local Voice,0,
14155,Q3-2016,Total Wholesale,Local Voice,2585.55,
14156,Q3-2016,Total Wholesale,Local Voice,438.84,
14157,Q2-2016,CMB,Local Voice,66.34,
14158,Q4-2016,Total Verizon Business Markets,Local Voice,2335079.63,
14159,Q2-2016,CMB,Local Voice,14989,
14160,Q2-2016,Other,Local Voice,1400,
14161,Q2-2016,Total Verizon Business Markets,Local Voice,923601.02,
14162,Q2-2016,Total Enterprise,Local Voice,3.96,
14163,Q3-2016,Total Verizon Business Markets,Local Voice,1388069.47,
14164,Q4-2016,Total Enterprise,Local Voice,2179452.26,
14165,Q4-2016,Total Enterprise,Local Voice,1892.66,
14166,Q2-2016,Total Verizon Business Markets,Local Voice,1160207.28,
14167,Q2-2016,CMB,Local Voice,85,
14168,Q4-2016,Total Wholesale,Local Voice,103.95,
14169,Q4-2016,Other,Local Voice,85,
14170,Q2-2016,Total Enterprise,Local Voice,182735.67,
14171,Q4-2016,CMB,Local Voice,831.82,
14172,Q2-2016,Total Verizon Business Markets,Local Voice,118.03,
14173,Q4-2016,Total Wholesale,Local Voice,0,
14174,Q1-2016,CMB,Local Voice,12997.38,
14175,Q1-2016,Other,Local Voice,0,
14176,Q4-2016,Other,Local Voice,1.06,
14177,Q2-2016,Total Verizon Business Markets,Local Voice,6215.63,
14178,Q3-2016,Other,Local Voice,3.99,
14179,Q4-2016,Total Verizon Business Markets,Local Voice,984.4,
14180,Q2-2016,Total Verizon Business Markets,Local Voice,-20.76,
14181,Q1-2016,Total Wholesale,Local Voice,32100.07,
14182,Q4-2016,Total Verizon Business Markets,Local Voice,50849.63,
14183,Q2-2016,Total Wholesale,Local Voice,570.1,
14184,Q1-2016,Total Enterprise,Local Voice,3950.1,
14185,Q2-2016,Total Wholesale,Local Voice,5631,
14186,Q2-2016,CMB,Local Voice,893.55,
14187,Q4-2016,CMB,Local Voice,154551.54,
14188,Q3-2016,Total Verizon Business Markets,Local Voice,400633.55,
14189,Q4-2016,Total Wholesale,Local Voice,2144.38,
14190,Q2-2016,Total Enterprise,Local Voice,2079,
14191,Q2-2016,Total Wholesale,Local Voice,11.04,
14192,Q2-2016,CMB,Local Voice,2720063.82,
14193,Q1-2016,CMB,Local Voice,2853880.28,
14194,Q1-2016,Total Verizon Business Markets,Local Voice,46349.13,
14195,Q1-2016,Total Verizon Business Markets,Local Voice,1484804.89,
14196,Q3-2016,Total Wholesale,Local Voice,18437.07,
14197,Q2-2016,Total Enterprise,Local Voice,20091.54,
14198,Q1-2016,Total Verizon Business Markets,Local Voice,479.88,
14199,Q4-2016,Total Verizon Business Markets,Local Voice,982268.87,
14200,Q3-2016,Total Wholesale,Local Voice,3356.38,
14201,Q3-2016,Total Enterprise,Local Voice,233.01,
14202,Q1-2016,Total Verizon Business Markets,Local Voice,2720.46,
14203,Q1-2016,Total Enterprise,Local Voice,3421.29,
14204,Q4-2016,Total Enterprise,Local Voice,12,
14205,Q3-2016,Other,Local Voice,0,
14206,Q3-2016,Other,Local Voice,429.65,
14207,Q4-2016,Total Enterprise,Local Voice,1092051.21,
14208,Q1-2016,Total Verizon Business Markets,Local Voice,-17.93,
14209,Q1-2016,Total Wireline,Local Voice,0,
14210,Q1-2016,Total Enterprise,Local Voice,15699.05,
14211,Q4-2016,Other,Local Voice,597.27,
14212,Q4-2016,Total Enterprise,Local Voice,39.99,
14213,Q1-2016,Other,Local Voice,0,
14214,Q2-2016,CMB,Local Voice,2545.84,
14215,Q3-2016,Total Wholesale,Local Voice,754.78,
14216,Q2-2016,CMB,Local Voice,39.9,
14217,Q4-2016,CMB,Local Voice,518.7,
14218,Q1-2016,Total Enterprise,Local Voice,5305,
14219,Q2-2016,Total Wholesale,Local Voice,462.84,
14220,Q3-2016,Total Wireline,Local Voice,0,
14221,Q2-2016,Total Wholesale,Local Voice,2076.93,
14222,Q1-2016,Total Enterprise,Local Voice,27.18,
14223,Q1-2016,Total Wholesale,Local Voice,790.05,
14224,Q3-2016,CMB,Local Voice,129978.83,
14225,Q2-2016,Other,Local Voice,0,
14226,Q3-2016,Total Enterprise,Local Voice,12,
14227,Q3-2016,Total Wholesale,Local Voice,2024.82,
14228,Q2-2016,Other,Local Voice,651.07,
14229,Q1-2016,CMB,Local Voice,-40,
14230,Q2-2016,Other,Local Voice,1632.61,
14231,Q1-2016,Total Enterprise,Local Voice,1069653.32,
14232,Q4-2016,Total Verizon Business Markets,Local Voice,10467.81,
14233,Q1-2016,Total Enterprise,Local Voice,3319213.77,
14234,Q2-2016,Total Wholesale,Local Voice,0,
14235,Q4-2016,CMB,Local Voice,19079906.89,
14236,Q3-2016,CMB,Local Voice,149694.45,
